,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
73,Believer,"Imagine Dragons",1422,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
74,"El Color de Tus Ojos","Banda Sinaloense MS de Sergio Lizárraga",1417,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
75,"Otra Vez (feat. J Balvin)","Zion & Lennox",1413,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
76,Happier,Marshmello,1407,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
77,"El Préstamo",Maluma,1377,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
78,Solo,Amenazzy,1370,https://open.spotify.com/track/7mTWMsbnRPGmyLOEaImXOU
79,"Quiero Repetir",Ozuna,1368,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
80,Calypso,"Luis Fonsi",1360,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
81,"No Hay Nadie Más","Sebastian Yatra",1360,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
82,"In My Mind",Dynoro,1326,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
83,"rockstar (feat. 21 Savage)","Post Malone",1325,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
84,"Eastside (with Halsey & Khalid)","benny blanco",1324,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
85,Perfect,"Ed Sheeran",1311,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
86,Criminal,"Natti Natasha",1310,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
87,Natural,"Imagine Dragons",1306,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
88,Sensualidad,"Bad Bunny",1297,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
89,"Adiós Amor","Christian Nodal",1269,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
90,Bella,Wolfine,1261,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
91,"La flaca","Jarabe De Palo",1246,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
92,SAD!,XXXTENTACION,1229,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
93,"SICKO MODE","Travis Scott",1212,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
94,"God is a woman","Ariana Grande",1199,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
95,Ambiente,"J Balvin",1197,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
96,"No Brainer","DJ Khaled",1197,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
97,Thunder,"Imagine Dragons",1196,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
98,Casualidad,Nacho,1189,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
99,"Mi Cama","Karol G",1164,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
100,Dura,"Daddy Yankee",1157,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
101,"Duro y Suave","Leslie Grace",1144,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
102,"La Asesina","Zacarias Ferreira",1130,https://open.spotify.com/track/1WoDc1x28zHmxnPvvM5GLh
103,"Se Preparó",Ozuna,1124,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
104,Ponle,Rvssian,1121,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4
105,Caraluna,Bacilos,1118,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
106,breathin,"Ariana Grande",1118,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
107,Amorfoda,"Bad Bunny",1117,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
108,Youngblood,"5 Seconds of Summer",1116,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
109,"Devuelveme a mi chica","Hombres G",1101,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
110,"Persiana Americana","Soda Stereo",1100,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW
111,"Better Now","Post Malone",1095,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
112,"Thunderclouds with Sia, Diplo & Labrinth",Sia,1092,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
113,Supuestamente,Ozuna,1082,https://open.spotify.com/track/1ZBU5DSoYQwaZVgep6pfn2
114,"Pasado y Presente",Ozuna,1081,https://open.spotify.com/track/6NPjHwhEG7eQUQBoPFBrnz
115,"Jackie Chan",Tiësto,1080,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
116,"No Lie","Sean Paul",1079,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
117,"Ahora Te Puedes Marchar","Luis Miguel",1078,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
118,changes,XXXTENTACION,1066,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
119,"El Clavo - Remix","Prince Royce",1063,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
120,Bipolar,"Chris Jeday",1063,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
121,"Unica - Remix",Ozuna,1063,https://open.spotify.com/track/5Sv1rKKMX1yl9kfJ2HTluk
122,"Escápate Conmigo (feat. Ozuna)",Wisin,1061,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
123,"One Dance",Drake,1059,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
124,"Bohemian Rhapsody - Remastered 2011",Queen,1049,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
125,"Cuando Nadie Ve",Morat,1049,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
126,Havana,"Camila Cabello",1038,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
127,Yeezy,"Anuel Aa",1025,https://open.spotify.com/track/4CzA04WEvvXF6ItpzVTP4b
128,Probablemente,"Christian Nodal",1016,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
129,"En El Muelle De San Blas",Maná,1014,https://open.spotify.com/track/0mvocLIWUnT10znvIXwHGr
130,"Jocelyn Flores",XXXTENTACION,1014,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
131,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,1010,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
132,Medicina,Anitta,1007,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
133,"Cuando Pase el Temblor","Soda Stereo",1006,https://open.spotify.com/track/2ExpCKBxiHbgzepERl1t4D
134,Esperándote,"Manuel Turizo",1006,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
135,Closer,"The Chainsmokers",1006,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
