,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
116,"When I Kissed The Teacher","Lily James",1127,https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu
117,REMEDY,Alesso,1125,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
118,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",1123,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
119,"Án Þín","Gummi Tóta",1114,https://open.spotify.com/track/1GQH9CpX2P36giJT4SIbo4
120,"Feels Like Summer","Childish Gambino",1113,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
121,"All Mine","Kanye West",1105,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
122,"I'm Yours","Jason Mraz",1104,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
123,"I'm a Mess","Bebe Rexha",1104,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
124,"Look At Me!",XXXTENTACION,1092,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
125,"Þetta Er Rán",SZK,1083,https://open.spotify.com/track/4NHxMfeshLvqSb0yTQmfA4
126,"Hvað ef",Auður,1076,https://open.spotify.com/track/0oznRI6xkeFvEgYU1O7OrU
127,APESHIT,"The Carters",1074,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
128,Halo,Beyoncé,1064,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
129,"Happy Now",Zedd,1056,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
130,"Shoutout á Mig","Herra Hnetusmjör",1048,https://open.spotify.com/track/0DiLnys9FGmvPpOHlf6PPb
131,"Look Alive (feat. Drake)","BlocBoy JB",1041,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
132,"Don't Stop Believin'",Journey,1040,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
133,"Don't Stop Me Now - Remastered",Queen,1030,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
134,"Tvö pör",Wonayd,1029,https://open.spotify.com/track/4lEObRLOPuw2BgsLosI0ZI
135,"Playa mig (feat. Unnsteinn)",Birnir,1020,https://open.spotify.com/track/450Ad8zABn44dqCrirCFQI
136,"Vinkona Þín",Huginn,1020,https://open.spotify.com/track/3unfovtrfQowje58eFkAQ0
137,"Fullir vasar","Aron Can",1020,https://open.spotify.com/track/1uSHDCNSLvIIznJVjc7lpT
138,BEBE,6ix9ine,1019,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
139,"Sagan af okkur",JóiPé,1012,https://open.spotify.com/track/7xfGrGqvFAeeQ6giNSXaAA
140,"Stepping Stone",Eminem,1011,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
