,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,"MALAMENTE - Cap.1: Augurio",ROSALÍA,145212,https://open.spotify.com/track/5zOAudPQIs5U8zP6LQGHmH
24,"Cuando Nadie Ve",Morat,144836,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
25,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo)","Steve Aoki",143731,https://open.spotify.com/track/5e45GhSF18JYoLpaq2F48h
26,"I Like It","Cardi B",143420,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
27,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",142253,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
28,"X - Remix","Nicky Jam",141269,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
29,"Me Niego",Reik,133804,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
30,"Duro y Suave","Leslie Grace",133777,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
31,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",132325,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
32,"La Player (Bandolera)","Zion & Lennox",126842,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
33,"Solo (feat. Demi Lovato)","Clean Bandit",125204,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
34,"Estamos Bien","Bad Bunny",125124,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
35,"Me Dijeron",Ozuna,124508,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh
36,"Él no soy yo","Blas Cantó",117906,https://open.spotify.com/track/38mCl4EuWhML4eaZPdNQ3a
37,"Ya No Tiene Novio","Sebastian Yatra",115586,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
38,"Toda - Remix","Alex Rose",113567,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL
39,"Madura (feat. Bad Bunny)",Cosculluela,112661,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
40,"PIENSO EN TU MIRÁ - Cap.3: Celos",ROSALÍA,109606,https://open.spotify.com/track/0qKxqVcFCMmrjjvIgjjEE6
41,"Bella - Remix",Wolfine,107758,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
42,"Girls Like You (feat. Cardi B)","Maroon 5",105064,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
43,"Dura - Remix","Daddy Yankee",102846,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
44,Hipócrita,"Anuel Aa",102437,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
45,"One Kiss (with Dua Lipa)","Calvin Harris",93360,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
46,Calypso,"Luis Fonsi",90731,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
47,Unica,Ozuna,88894,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
48,"In My Feelings",Drake,87826,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
49,"Say My Name","David Guetta",84814,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
50,Brillo,"J Balvin",84282,https://open.spotify.com/track/3vgiIJW3iSQRRvgYiW86i9
51,Culpables,"Karol G",82038,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
52,"A Partir De Hoy","David Bisbal",79974,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
53,"Amigos Con Derechos",Reik,78000,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
54,"I Love It (& Lil Pump)","Kanye West",75511,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
55,"Qué Tienes Tú",Dvicio,70702,https://open.spotify.com/track/4txQPJDlvU72lC6EMhT7m9
56,"Calypso - Remix","Luis Fonsi",68786,https://open.spotify.com/track/3B1q4Cv9PcYdiOpzqKSEIV
57,"Le Encanta","Juan Magán",67387,https://open.spotify.com/track/68pbwCjIAkmNaTYaAfRtHC
58,"El Anillo - Remix","Jennifer Lopez",67344,https://open.spotify.com/track/3wyMqxd4rILBpYlpQRQ58h
59,Flames,"David Guetta",64759,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
60,"¿Cual es tu plan?","Bad Bunny",64557,https://open.spotify.com/track/4HRDBtek0ayfLQ6uc7rjO9
61,"Lo Malo - Remix",Aitana,61863,https://open.spotify.com/track/7vHzOI0lrq6dXsHuQWpBpT
62,Brindemos,"Anuel Aa",61620,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
63,Peligrosa,"J Balvin",60096,https://open.spotify.com/track/3Nkqp3NSGWMXVVO08zGpN7
64,"In My Mind",Dynoro,59576,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
65,Fuego,"Eleni Foureira",59369,https://open.spotify.com/track/4TwWOcvjY1qt3QJvtveAGm
66,"Síguelo Bailando",Ozuna,58910,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
67,Sirena,"Cali Y El Dandee",58447,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
68,"Electricity (with Dua Lipa)","Silk City",58073,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
69,"Lo Malo",Aitana,58018,https://open.spotify.com/track/5bhDL4GgUvr5LBrpjqyrte
70,"Chica Paranormal","Paulo Londra",57548,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
71,"Lo siento",Beret,57481,https://open.spotify.com/track/4S6gJt4RYR34t4sjW8wEah
72,"Llorando en la Limo","C. Tangana",55876,https://open.spotify.com/track/3YURfhPPT7GipmI7pIj0m3
73,"La llave (feat. Piso 21)","Pablo Alborán",54938,https://open.spotify.com/track/0nJUoF6tA031X6zvX9ee4R
74,"Promises (with Sam Smith)","Calvin Harris",52777,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
75,"Esta Vez",Cepeda,51738,https://open.spotify.com/track/4xLg8ilWzOYwHeB92ZDmoD
76,"El Préstamo",Maluma,50487,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
77,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",50349,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
78,"Besos En Guerra",Morat,49971,https://open.spotify.com/track/5KgdtjmglXPjJNKvMvSjgo
79,"Jaque Mate","Maikel Delacalle",48940,https://open.spotify.com/track/7cw9HASLT9V2fvWerKHV32
80,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,47516,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
81,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",46964,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
82,"Ya Es Hora","Ana Mena",46931,https://open.spotify.com/track/2SKNarYKa7W0iCOq7u96N8
83,Dicen,"Antonio Orozco",46580,https://open.spotify.com/track/1tHWjExSM4oJZRzC8UO0Sg
84,"Epa Wei","Danny Ocean",46443,https://open.spotify.com/track/2QmsKag0YaqhAbpR9Nwmpn
85,"Por Perro","Sebastian Yatra",45885,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
86,"La reina del local (feat. Manuel Delgado)","Sergio Contreras",45796,https://open.spotify.com/track/11jKfAyVtsZlo1vtlrui8G
87,"El Embrujo",Morat,45143,https://open.spotify.com/track/6GM7WCa0accugI9b2JTeix
88,Rise,"Jonas Blue",44931,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
89,Belerofón,Taburete,44897,https://open.spotify.com/track/2g25vi83iObKS4sAhflNH3
90,#Idiota,"Juan Magán",44663,https://open.spotify.com/track/5K76snkgJAafrEjyjQFdHx
91,Medicina,Anitta,44628,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
92,Triste,"Bryant Myers",44428,https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
93,"To My Love - Tainy Remix","Bomba Estéreo",44350,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
94,FRIENDS,Marshmello,44168,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
95,"Por Lo Que Pueda Pasar",Taburete,44134,https://open.spotify.com/track/1haVRw8iLzYkvgXH87NIY0
96,"Eastside (with Halsey & Khalid)","benny blanco",44020,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
97,"La Diabla","Alex Sensation",43220,https://open.spotify.com/track/1Bo5CD2Tg8di5QSJHEoHmZ
98,"Lucky You (feat. Joyner Lucas)",Eminem,42683,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
99,"Me Rehúso","Danny Ocean",42518,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
100,"Te Amo","Piso 21",42446,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
101,"Jackie Chan",Tiësto,42188,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
102,"Better Now","Post Malone",41701,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
103,"Vamos Pa la Playa",FlowZeta,41524,https://open.spotify.com/track/2XdgVioNvENCspUhMzvyjH
104,"Shape of You","Ed Sheeran",40675,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
105,X,"Nicky Jam",40342,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
106,Ambiente,"J Balvin",40041,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
107,IDGAF,"Dua Lipa",39682,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
108,SAD!,XXXTENTACION,39666,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
109,Happier,Marshmello,39606,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
110,Euromillón,"Rels B",39461,https://open.spotify.com/track/3PkLiVZFchdmUluS9QL8fv
111,Natural,"Imagine Dragons",39351,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
112,"Unica - Remix",Ozuna,38559,https://open.spotify.com/track/5Sv1rKKMX1yl9kfJ2HTluk
113,Casualidad,Nacho,38502,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
114,Vuelve,Beret,38476,https://open.spotify.com/track/3hZYJIRDVCq6Cg9d01B12j
115,"Zum Zum","Daddy Yankee",38089,https://open.spotify.com/track/7lEhOiFtcLXY4P7cuTKuQ8
116,Ficción,Costa,37638,https://open.spotify.com/track/4AJg5mpsG8tIFnI7vWiUhK
117,"Antes de Morirme (feat. Rosalía)","C. Tangana",37621,https://open.spotify.com/track/7aFBy1CBLGnZE1Iv6TvEZE
118,Ponle,Rvssian,37587,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4
119,"Échame La Culpa","Luis Fonsi",37264,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
120,Guerrera,DELLAFUENTE,37260,https://open.spotify.com/track/3Q6zROQvMXRtR9NYfDpNWL
121,Dieciocho,"Dani Martín",37219,https://open.spotify.com/track/3nN5n70vM1tAMWBDZaRbxS
122,"El Clavo - Remix","Prince Royce",36691,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
123,breathin,"Ariana Grande",36598,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
124,"Mad Love","Sean Paul",36498,https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC
125,"Beautiful (feat. Camila Cabello)",Bazzi,35908,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
126,"God is a woman","Ariana Grande",35864,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
127,"El Anillo","Jennifer Lopez",35679,https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA
128,Criminal,"Natti Natasha",35553,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
129,"Nena Maldicion (feat. Lenny Tavarez)","Paulo Londra",35380,https://open.spotify.com/track/3TnhQSRwT3AVMdXw5JPq0x
130,"Be Alright","Dean Lewis",35188,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
131,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,34963,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
132,Believer,"Imagine Dragons",34681,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
133,"no tears left to cry","Ariana Grande",34578,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
134,"No Brainer","DJ Khaled",34489,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
135,"Madame Ayahuasca",Taburete,34314,https://open.spotify.com/track/6lsPoLhlc3v7KgFXHeg0Fi
136,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",34020,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
137,Coméntale,Ozuna,34000,https://open.spotify.com/track/7oCGD6Ccuw8JmYWw6IrI8z
138,Solita,Ozuna,33984,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
139,Dembow,"Danny Ocean",33932,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
140,"Buenos Genes","Rels B",33824,https://open.spotify.com/track/5I2I0xdHPV5opTDQbItBIb
141,"Por Una Vez Más","Roi Méndez",33729,https://open.spotify.com/track/0emKNJjmGWpv1VESGUdnFp
142,"Mi Cama","Karol G",33728,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
143,"Leave a Light On","Tom Walker",33722,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
144,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",33590,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
145,"La Vida Sin Ti","Piso 21",33412,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
146,Devuelveme,Ozuna,32881,https://open.spotify.com/track/5uvucCRBTkxv7VxIDLOqe7
147,"Burn Out (feat. Dewain Whitmore)","Martin Garrix",32675,https://open.spotify.com/track/7IWTIkiWGWNQyYfOLdMrGD
148,Supuestamente,Ozuna,32661,https://open.spotify.com/track/1ZBU5DSoYQwaZVgep6pfn2
149,"Hay Algo En Mí","Miriam Rodríguez",32471,https://open.spotify.com/track/09x8rAXCQ9adjcT12RF0ra
150,"Body (feat. brando)","Loud Luxury",32423,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
151,Aura,Ozuna,32392,https://open.spotify.com/track/1AVu7Kc2MRrLfOG1RCEf07
152,Thunder,"Imagine Dragons",32217,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
153,"Pasado y Presente",Ozuna,32104,https://open.spotify.com/track/6NPjHwhEG7eQUQBoPFBrnz
154,Havana,"Camila Cabello",31828,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
155,Culpables,"Manuel Turizo",31611,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn
156,Cicatrices,"Natos y Waor",31120,https://open.spotify.com/track/19OsDvOm2hw28Bqg7wo4Ox
157,Contigo,"Mala Rodríguez",30990,https://open.spotify.com/track/2rHI8lwYvZg4NDTIEUL5SK
158,Original,Arcangel,30950,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
159,Bipolar,"Chris Jeday",30908,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
160,"New Rules","Dua Lipa",30803,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
161,Sirenas,Taburete,30593,https://open.spotify.com/track/4unOsvr9C2NqI9aJXrxpCy
162,"Loca Remix",Khea,30412,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
163,"Amasijo de huesos",Sidecars,30201,https://open.spotify.com/track/72S6UNewVaLv3XqdcZ5J4L
164,"Déjate Llevar","Juan Magán",30071,https://open.spotify.com/track/4hXAdUl4nAnSPc9thzP2E2
165,Desamortil,"Arnau Griso",30052,https://open.spotify.com/track/7DEAcRsBebaz7XeyMG6hqO
166,"Born To Be Yours",Kygo,30043,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
167,"No Hay Nadie Más","Sebastian Yatra",29898,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
168,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,29897,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
169,"La Llamada",Leiva,29723,https://open.spotify.com/track/5ZCamgcqvkckdf2FdfYuth
170,"Thunderclouds with Sia, Diplo & Labrinth",Sia,29529,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
171,"Let M3 Xplain","Kidd Keo",29469,https://open.spotify.com/track/52zLWUiM0kyUPTokyAsOW7
172,"God's Plan",Drake,29415,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
173,Hola,"Zion & Lennox",29379,https://open.spotify.com/track/2dYJKHEqAUTCk2U9zntaS1
174,Mayores,"Becky G",29308,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
175,"Vamo a da una Vuelta - Remix","Bryant Myers",29286,https://open.spotify.com/track/0XY2ujsi67FQSugfC20WLT
176,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",29204,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
177,"El Arrepentido",Melendi,29155,https://open.spotify.com/track/42uFuC0Ob1JykwGlcrllDl
178,"The Middle",Zedd,28948,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
179,Corazón,Maluma,28724,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
180,"Como Soy","Pacho El Antifeka",28629,https://open.spotify.com/track/7jIfxFhZSmH3LGud6D5m2w
181,Perra,Elilluminari,28516,https://open.spotify.com/track/53GuGDwZqQUA9kATFaV7sS
182,Nevermind,"Dennis Lloyd",28219,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
183,Princesas,Pereza,28195,https://open.spotify.com/track/3hlWUNjAlbZ6nOjAbrivBv
184,"La Modelo",Ozuna,27883,https://open.spotify.com/track/2SbzdGpOKlH3HIAGTWTbwU
185,"La Correcta",Nabález,27523,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
186,Perfect,"Ed Sheeran",27511,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
187,"Taste (feat. Offset)",Tyga,27489,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
188,Quizás,Agoney,27409,https://open.spotify.com/track/0NOsM8ppmrf9XarbziXlwv
189,Better,Khalid,27387,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
190,"El Patio","Pablo López",27343,https://open.spotify.com/track/5Z2OHghVzPn8qyCyIbDy4m
191,"Felices los 4",Maluma,27273,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
192,Dimelo,"Paulo Londra",27206,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
193,"Soldadito marinero","Fito y Fitipaldis",27190,https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ
194,changes,XXXTENTACION,27189,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
195,Reproches,"Ayax y Prok",27131,https://open.spotify.com/track/3L6RhaS4ISh8GSagrFMFZn
196,"La isla del Amor (feat. Maki)","Demarco Flamenco",27040,https://open.spotify.com/track/0Gw9QC3RqHmTdGqHIWLHb6
197,Yeezy,"Anuel Aa",27024,https://open.spotify.com/track/4CzA04WEvvXF6ItpzVTP4b
198,Conejita,"Atomic Otro Way",26958,https://open.spotify.com/track/4p7c4p1UMv1zyQqgl7rHPd
199,Youngblood,"5 Seconds of Summer",26897,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
200,"Happy Now",Zedd,26669,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
