,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"Born To Be Yours",Kygo,5275,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
33,"Maradok Távol","Follow The Flow",5094,https://open.spotify.com/track/6rp8bq0lhkIosumUPlTFfB
34,Better,Khalid,5086,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
35,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,5041,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
36,"Wake Up in the Sky","Gucci Mane",5029,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
37,Kamikaze,Eminem,4966,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
38,"Lucid Dreams","Juice WRLD",4953,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
39,"No Brainer","DJ Khaled",4738,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
40,"Taste (feat. Offset)",Tyga,4467,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
41,"I Like It","Cardi B",4455,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
42,Greatest,Eminem,4433,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
43,Believer,"Imagine Dragons",4409,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
44,"SICKO MODE","Travis Scott",4364,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
45,"Happy Now",Zedd,4335,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
46,"I'm a Mess","Bebe Rexha",4274,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
47,"High On Life (feat. Bonn)","Martin Garrix",4231,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
48,"Not Alike (feat. Royce Da 5'9)",Eminem,4210,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
49,"God is a woman","Ariana Grande",4193,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
50,"Survive (feat. Emeli Sandé, Gucci Mane)","Don Diablo",4155,https://open.spotify.com/track/0ZK4SbP0mgjTlvLiSBbhsd
51,Darkside,"Alan Walker",4105,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
52,SAD!,XXXTENTACION,4049,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
53,"Mariners Apartment Complex","Lana Del Rey",4038,https://open.spotify.com/track/4UAW2gObi5o6sJla0qZpPn
54,"no tears left to cry","Ariana Grande",3911,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
55,"Beautiful (feat. Camila Cabello)",Bazzi,3798,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
56,"Like I Love You","Lost Frequencies",3666,https://open.spotify.com/track/2ZrM2IfZelBZMZoBq9y4kj
57,"rockstar (feat. 21 Savage)","Post Malone",3641,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
58,Flames,"David Guetta",3569,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
59,REMEDY,Alesso,3466,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
60,"Better Now","Post Malone",3438,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
61,FRIENDS,Marshmello,3308,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
62,IDGAF,"Dua Lipa",3301,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
63,"Shape of You","Ed Sheeran",3251,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
64,Thunder,"Imagine Dragons",3226,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
65,"New Rules","Dua Lipa",3152,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
66,"Venom - Music From The Motion Picture",Eminem,3151,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
67,Havana,"Camila Cabello",3036,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
68,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2975,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
69,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2923,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
70,Moonlight,XXXTENTACION,2881,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
71,"Stepping Stone",Eminem,2864,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
72,"Pretty Little Fears (feat. J. Cole)",6LACK,2833,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
73,"Remind Me to Forget",Kygo,2832,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
74,Shotgun,"George Ezra",2760,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
75,"Like I Do","David Guetta",2656,https://open.spotify.com/track/4aBYzs8RxZMuqyOanNlf8I
76,"Want To","Dua Lipa",2647,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
77,Normal,Eminem,2593,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
78,"Side Effects","The Chainsmokers",2592,https://open.spotify.com/track/3OtQmFLS5b3pTgIf44GQFJ
79,"Mindenki táncol /90'/",Majka,2497,https://open.spotify.com/track/75JtuuAnLKjLu8FyEMIzRe
80,"RAP DEVIL","Machine Gun Kelly",2466,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l
81,"More Than You Know","Axwell /\ Ingrosso",2453,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
82,BEBE,6ix9ine,2453,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
83,"High Hopes","Panic! At The Disco",2448,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
84,Unforgettable,"Robin Schulz",2438,https://open.spotify.com/track/3rvEwBi1mFFHqCnkrGmnWp
85,"The Middle",Zedd,2437,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
86,Blöff,AK26,2433,https://open.spotify.com/track/15h0TVG4qO6eutqjHQXb08
87,"Good Guy (feat. Jessie Reyez)",Eminem,2392,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
88,"Without You (feat. Sandro Cavazza)",Avicii,2387,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
89,"Sincerity Is Scary","The 1975",2379,https://open.spotify.com/track/06Vthiq8nNDuT5nOcch535
90,"Ocean (feat. Khalid)","Martin Garrix",2372,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
91,"Mad Love","Sean Paul",2368,https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC
92,"Praise The Lord (Da Shine)","A$AP Rocky",2341,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
93,"Self Care","Mac Miller",2317,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
94,Élvezd,"Punnany Massif",2299,https://open.spotify.com/track/15Zz41Ec3C6Rh6nDZa8331
95,"Jocelyn Flores",XXXTENTACION,2287,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
96,"Whatever It Takes","Imagine Dragons",2272,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
97,Taj,BLR,2255,https://open.spotify.com/track/400QEuv1HXJcm7gGSya4fn
98,"Him & I (with Halsey)",G-Eazy,2242,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
99,"SLOW DANCING IN THE DARK",Joji,2241,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
100,"God's Plan",Drake,2201,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
101,"Just Got Paid",Sigala,2201,https://open.spotify.com/track/0v3BMLcwUmAwyqJaf5997o
102,Nonstop,Drake,2200,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
103,"BIG LOVE","The Black Eyed Peas",2179,https://open.spotify.com/track/0b7ilDLShQaEBvTeoVVyS8
104,2002,Anne-Marie,2158,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
105,"Feel It Still","Portugal. The Man",2139,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
106,"Right Now","Nick Jonas",2139,https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk
107,Nehézlábérzés,Krúbi,2123,https://open.spotify.com/track/2wOfDoTh9AQxQBNMm0QGuo
108,changes,XXXTENTACION,2084,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
109,Breathe,"Jax Jones",2073,https://open.spotify.com/track/0KsB4TwgATg88aXCMBoO3Y
110,"I'm Yours","Jason Mraz",2062,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
111,"Rewind (feat. Anthony Russo)",G-Eazy,2053,https://open.spotify.com/track/3jjj9bdY7bYWZaaWPwmOpj
112,"Here I Am - from the Dumplin' Original Motion Picture Soundtrack","Dolly Parton",2038,https://open.spotify.com/track/55CZpjiHsHAMJURSA8OtsO
113,"Nice Guy (with Jessie Reyez)",Eminem,2029,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
114,STARGAZING,"Travis Scott",2026,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
115,KorsKorsKors,Senkise,2008,https://open.spotify.com/track/7ei7kWLs2k2V1xoeswJC2i
116,"Just Wanna Love You (feat. J. Balvin)","Cris Cab",2001,https://open.spotify.com/track/3d0j5Tkx2Yum7FhMvJZe85
117,"Your Love","David Guetta",1993,https://open.spotify.com/track/0tgbSxoFjZ20MjfoKwWevV
118,"Love Someone","Lukas Graham",1986,https://open.spotify.com/track/6r3baE6njwU4aoJq6zPukG
119,SWISH,Tyga,1984,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
120,Africa,Toto,1972,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
121,"Hajnali Kör","Irie Maffia",1971,https://open.spotify.com/track/4vYWvBnqNoJGDMk3f14rlv
122,"Csak Egyszer Mondom El",Misshmusic,1962,https://open.spotify.com/track/4sK7tmW9zWK4W7XnPt2B7z
123,Familiar,"Liam Payne",1960,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
124,"Feels Like Summer","Childish Gambino",1959,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
125,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1947,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
126,"Tie Me Down (with Elley Duhé)",Gryffin,1913,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
127,Crazy,"Gnarls Barkley",1902,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo
128,"In The End","Linkin Park",1881,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
129,"Dancing In The Moonlight (feat. NEIMY)",Jubel,1876,https://open.spotify.com/track/4Vs8RLrUdDXeaZbNeIOrtn
130,Closer,"The Chainsmokers",1876,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
131,"Take Me to Church",Hozier,1872,https://open.spotify.com/track/3KYOGt8IO6j8wptkG9THag
132,"Hagyod Menni","Follow The Flow",1870,https://open.spotify.com/track/1FGdZ4qCSVcnFYfbQFTkPD
133,"'Till I Collapse",Eminem,1870,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
134,"Magic In The Hamptons (feat. Lil Yachty)","Social House",1850,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
135,PestiEst,Krúbi,1842,https://open.spotify.com/track/4aSDknafFjICMMpN05Ocot
136,"All I Am","Jess Glynne",1840,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
137,Melody,"Lost Frequencies",1837,https://open.spotify.com/track/5r49JKf2vWBF0CQjZewJ0O
138,"Genius - with Sia, Diplo & Labrinth",Sia,1806,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx
139,"Don’t Matter To Me (with Michael Jackson)",Drake,1792,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
140,Meggyfa,"Horváth Tamás",1790,https://open.spotify.com/track/7knuVKl5CtGWnSAAWWWUL6
141,"Amilyen Hülye Vagy Én Úgy Szeretlek","Kowalsky Meg A Vega",1782,https://open.spotify.com/track/3oY6ANnDviyZIjYSIUX02G
142,"Wake Me Up",Avicii,1772,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
143,"Lonely Together (feat. Rita Ora)",Avicii,1767,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
144,Wonders,"Broken Back",1766,https://open.spotify.com/track/4gwFVI4Q0VouDHK6Jg3vDT
145,"Nem Fogadok Szót","Follow The Flow",1741,https://open.spotify.com/track/7lltBIlRGvs56wxrQgxakT
146,"Drew Barrymore","Bryce Vine",1737,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
147,"Paul - Skit","Paul Rosenberg",1736,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
148,"U, u, u",Senkise,1721,https://open.spotify.com/track/1A1UTrTxZGjybb29iLCVAF
149,Perfect,"Ed Sheeran",1709,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
150,"Mindenre Ráveszel","Halott Pénz",1705,https://open.spotify.com/track/6C17QZK7k1oO6kkDkjx1lT
151,"Vaina Loca",Ozuna,1702,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
152,"It Ain't Me (with Selena Gomez)",Kygo,1701,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
153,Radioactive,"Imagine Dragons",1701,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp
154,"Livin' In a Dream (feat. Nipsey Hussle)","The Neighbourhood",1699,https://open.spotify.com/track/0OFx0tbEJYA9adkwDtQxvY
155,"Song About You","Mike Posner",1698,https://open.spotify.com/track/0Knc89pMAsIZbK8tor7i93
156,"Gangsta's Paradise",Coolio,1694,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
157,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",1681,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
158,"Stressed Out","Twenty One Pilots",1674,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
159,HUMBLE.,"Kendrick Lamar",1672,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
160,"Seven Nation Army","The White Stripes",1667,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
161,Anywhere,"Rita Ora",1662,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
162,"lovely (with Khalid)","Billie Eilish",1657,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
163,"Look At Me!",XXXTENTACION,1652,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
164,"If You're Over Me","Years & Years",1652,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
165,"We Don't Care",Sigala,1646,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
166,"Psycho (feat. Ty Dolla $ign)","Post Malone",1643,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
167,"River (feat. Ed Sheeran)",Eminem,1642,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
168,"I Like Me Better",Lauv,1638,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
169,"Without Me",Eminem,1632,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
170,Wolves,"Selena Gomez",1613,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
171,"Mennyország Tourist",Tankcsapda,1606,https://open.spotify.com/track/1Hmqe1oW9VVr5TKCoA5Hyl
172,"Valami Van A Levegőben","Halott Pénz",1603,https://open.spotify.com/track/7xOUR4tRfNXMBcSgesqROh
173,"Something Just Like This","The Chainsmokers",1599,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
174,"Sweet Dreams (Are Made of This) - Remastered",Eurythmics,1594,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
175,"There's Nothing Holdin' Me Back","Shawn Mendes",1582,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
176,"Counting Stars",OneRepublic,1579,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
177,"Sin Pijama","Becky G",1578,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
178,Halo,Beyoncé,1576,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
179,"Scared to Be Lonely","Martin Garrix",1572,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
180,"Bogozd Ki",30Y,1558,https://open.spotify.com/track/4QHMoLuquojOBXktmpVKYE
181,September,"Earth, Wind & Fire",1558,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ
182,Numb,"Linkin Park",1557,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
183,OK,"Robin Schulz",1555,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
184,"Dusk Till Dawn - Radio Edit",ZAYN,1551,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
185,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,1546,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
186,Stargazing,Kygo,1541,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
187,"8 Letters","Why Don't We",1538,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
188,Plátói,"Follow The Flow",1532,https://open.spotify.com/track/3ambkkELIsVtCtYKoFJx0c
189,"Save That Shit","Lil Peep",1531,https://open.spotify.com/track/0S0vWvyZ6Rc79TXkWxT9QA
190,"Take On Me",a-ha,1517,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
191,"What Lovers Do (feat. SZA)","Maroon 5",1513,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
192,"Paparazzi - Radio Edit",Pixa,1512,https://open.spotify.com/track/3I2WJ7Bjb6XqKExIyQA4Yk
193,"Ignite (feat. SEUNGRI)",K-391,1511,https://open.spotify.com/track/0UMLejbZXf7YVgnfxURvVr
194,"Do I Wanna Know?","Arctic Monkeys",1508,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
195,"Drive (feat. Delilah Montagu) - Edit","Black Coffee",1504,https://open.spotify.com/track/6X7PK2UQMUU36ux9pynSkV
196,"Partizán, Pt. 2","Punnany Massif",1501,https://open.spotify.com/track/18pwejzjxIK3wwUyxWShuS
197,Silence,Marshmello,1499,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
198,"Dobd Fel Magad",Krúbi,1493,https://open.spotify.com/track/0r4NqaPDjwWnkglxKmpSFJ
199,"Don't Stop Me Now - Remastered",Queen,1491,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
200,"Élnünk Kellett Volna","Halott Pénz",1489,https://open.spotify.com/track/361EamWYN312TFEpgNBDTE
