,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
28,"Girls Like You (feat. Cardi B)","Maroon 5",2967,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
29,"Madura (feat. Bad Bunny)",Cosculluela,2870,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
30,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",2767,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
31,"Cuando Nadie Ve",Morat,2658,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
32,Brindemos,"Anuel Aa",2646,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
33,"Dura - Remix","Daddy Yankee",2642,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
34,"X - Remix","Nicky Jam",2577,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
35,"One Kiss (with Dua Lipa)","Calvin Harris",2553,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
36,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",2547,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
37,X,"Nicky Jam",2492,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
38,"Loca Remix",Khea,2475,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
39,Dembow,"Danny Ocean",2409,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
40,"Mi Cama - Remix","Karol G",2346,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
41,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",2333,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
42,"Duro y Suave","Leslie Grace",2332,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
43,"Zum Zum","Daddy Yankee",2324,https://open.spotify.com/track/7lEhOiFtcLXY4P7cuTKuQ8
44,Triste,"Bryant Myers",2280,https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
45,Culpables,"Karol G",2255,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
46,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,2239,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
47,Solita,Ozuna,2237,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
48,"No Hay Nadie Más","Sebastian Yatra",2208,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
49,"Me Rehúso","Danny Ocean",2144,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
50,"Promises (with Sam Smith)","Calvin Harris",2122,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
51,"New Rules","Dua Lipa",2084,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
52,"¿Cual es tu plan?","Bad Bunny",2058,https://open.spotify.com/track/4HRDBtek0ayfLQ6uc7rjO9
53,"I Love It (& Lil Pump)","Kanye West",2042,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
54,"Síguelo Bailando",Ozuna,2026,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
55,"rockstar (feat. 21 Savage)","Post Malone",2025,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
56,Calypso,"Luis Fonsi",1977,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
57,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",1954,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
58,"Electricity (with Dua Lipa)","Silk City",1942,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
59,"Me Dijeron",Ozuna,1915,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh
60,"God's Plan",Drake,1896,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
61,IDGAF,"Dua Lipa",1884,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
62,"In My Mind",Dynoro,1845,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
63,Celoso,"Lele Pons",1833,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg
64,"To My Love - Tainy Remix","Bomba Estéreo",1828,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
65,"Shape of You","Ed Sheeran",1822,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
66,"Bella - Remix",Wolfine,1796,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
67,Believer,"Imagine Dragons",1786,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
68,Natural,"Imagine Dragons",1785,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
69,"Thunderclouds with Sia, Diplo & Labrinth",Sia,1762,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
70,Sensualidad,"Bad Bunny",1703,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
71,"El Color de Tus Ojos","Banda Sinaloense MS de Sergio Lizárraga",1697,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
72,SAD!,XXXTENTACION,1692,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
73,"Quiero Repetir",Ozuna,1618,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
74,Perfect,"Ed Sheeran",1616,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
75,"Otra Vez (feat. J Balvin)","Zion & Lennox",1613,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
76,Criminal,"Natti Natasha",1606,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
77,"El Préstamo",Maluma,1596,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
78,Ibiza,Ozuna,1584,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
79,Thunder,"Imagine Dragons",1564,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
80,changes,XXXTENTACION,1548,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
81,"La Modelo",Ozuna,1538,https://open.spotify.com/track/2SbzdGpOKlH3HIAGTWTbwU
82,"Besos En Guerra",Morat,1510,https://open.spotify.com/track/5KgdtjmglXPjJNKvMvSjgo
83,"Lucky You (feat. Joyner Lucas)",Eminem,1495,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
84,"Jocelyn Flores",XXXTENTACION,1491,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
85,"Robarte un Beso","Carlos Vives",1483,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
86,Happier,Marshmello,1475,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
87,"Solo (feat. Demi Lovato)","Clean Bandit",1464,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
88,"Mi Cama","Karol G",1457,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
89,Closer,"The Chainsmokers",1457,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
90,"Escápate Conmigo (feat. Ozuna)",Wisin,1431,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
91,Ambiente,"J Balvin",1429,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
92,"Se Preparó",Ozuna,1429,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
93,Esperándote,"Manuel Turizo",1417,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
94,"Hookah & Sheridan s","Tommy Boysen",1401,https://open.spotify.com/track/3QfD4bxxkopZL7XZ8RaezH
95,"Taste (feat. Offset)",Tyga,1391,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
96,"El Clavo - Remix","Prince Royce",1385,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
97,"No Brainer","DJ Khaled",1384,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
98,"God is a woman","Ariana Grande",1381,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
99,Bella,Wolfine,1380,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
100,"El Farsante - Remix",Ozuna,1357,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
101,Casualidad,Nacho,1357,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
102,Original,Arcangel,1344,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
103,"Ni Gucci Ni Prada","Kenny Man",1314,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
104,Havana,"Camila Cabello",1305,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
105,"Psycho (feat. Ty Dolla $ign)","Post Malone",1303,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
106,Dura,"Daddy Yankee",1298,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
107,"Jackie Chan",Tiësto,1278,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
108,Amorfoda,"Bad Bunny",1263,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
109,"Bohemian Rhapsody - Remastered 2011",Queen,1259,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
110,"Scared to Be Lonely","Martin Garrix",1258,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
111,Medicina,Anitta,1257,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
112,Amantes,Greeicy,1243,https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD
113,Downtown,Anitta,1235,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
114,"no tears left to cry","Ariana Grande",1228,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
115,"Que Va","Alex Sensation",1213,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
116,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,1202,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1
117,Bipolar,"Chris Jeday",1191,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
118,"Better Now","Post Malone",1190,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
119,"La flaca","Jarabe De Palo",1190,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
120,"Como Soy","Pacho El Antifeka",1189,https://open.spotify.com/track/7jIfxFhZSmH3LGud6D5m2w
121,"Eastside (with Halsey & Khalid)","benny blanco",1187,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
122,Caraluna,Bacilos,1174,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
123,"Ahora Te Puedes Marchar","Luis Miguel",1174,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
124,breathin,"Ariana Grande",1172,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
125,"Suena El Dembow","Joey Montana",1162,https://open.spotify.com/track/0woHVOh3KXLSDv8VU9XwZ4
126,"Ahora Dice","Chris Jeday",1158,https://open.spotify.com/track/5LVoGJTyG6fLJgoGkY2QAZ
127,Faded,"Alan Walker",1156,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
128,"Devuelveme a mi chica","Hombres G",1151,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
129,"Una Lady Como Tú","Manuel Turizo",1149,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
130,Ponle,Rvssian,1142,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4
131,GOTTI,6ix9ine,1136,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
132,FRIENDS,Marshmello,1124,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
133,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,1123,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
134,"Persiana Americana","Soda Stereo",1107,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW
135,"Something Just Like This","The Chainsmokers",1106,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
136,"I'm Yours","Jason Mraz",1100,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
137,"Dime Si Te Acuerdas","Bad Bunny",1094,https://open.spotify.com/track/49VSioK272TASR4r9vRTuP
138,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1091,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
139,"The Scientist",Coldplay,1090,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
140,"Let Me Love You","DJ Snake",1083,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
141,"Born To Be Yours",Kygo,1080,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
142,"La Correcta",Nabález,1079,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
143,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1066,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
144,Vuelve,"Daddy Yankee",1064,https://open.spotify.com/track/0gCPvo1GkbtPhMqg5Gbx1K
145,Moonlight,XXXTENTACION,1063,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
146,"Adiós Amor","Christian Nodal",1052,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
147,"La Incondicional","Luis Miguel",1052,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
148,Dimelo,"Paulo Londra",1042,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
149,Corazón,Maluma,1034,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
150,"Tengo Que Colgar","Banda Sinaloense MS de Sergio Lizárraga",1028,https://open.spotify.com/track/2yGNkkwU2iT0doFxkxhcXH
151,"Fíjate Que Si","Edwin Luna y La Trakalosa de Monterrey",1027,https://open.spotify.com/track/7FEmLU7M5aZ5O7FlOdxB33
152,Dicen,"Matt Hunter",1024,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
153,Mine,Bazzi,1023,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
154,"Thinking Out Loud","Ed Sheeran",1019,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
155,"Échame La Culpa","Luis Fonsi",1003,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
156,Mayores,"Becky G",1002,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
157,"Le Encanta","Juan Magán",1001,https://open.spotify.com/track/68pbwCjIAkmNaTYaAfRtHC
